E(keV)	tissue(ICRU44)	water	bonecortical(ICRU44)	adipose	aria	Al	Ca	Fe	C	Cu	Ag	Sn	Ba	Si	CsI	GadOX	polietilene	PMMA	teflon	glass(Pyrex)	Pb	CdTe	ZnSe(Te)	W	Mo	PMMA(wat1999)	Poliossimetilene	CaCl2	etanolo	CaCl2_H2O_100	CaCl2_etanolo_150	CaCl2_etanolo_50	Ottone(Cu_06_Zn_04)	Au	Mg	Ti	mix	H	HA_800mg_Idrossiapatite_in_water	HA_200mg_Idrossiapatite_in_water	HA_100mg_Idrossiapatite_in_water	HA_50mg_Idrossiapatite_in_water	I
0.5	26,500.000	27,100.000	47,230.000	17,480.000	0.065	20,380.000	47,230.000	384,251.200	32.994	621,000.000	70,390.000	59,627.000	14,070.000	23,067.000	41,645.340	18,577.680	15.488	23,210.000	121.556	46,600.000	230,405.000	5203.015	2,011.691	2073.84212425576	25400	35.8331	42.8175111932818	982.224748622419	21.2406383996195	93.93619462748	84.8090398597199	84.8090398597199	3906.057	355500.0	1025.00000	26445.71	97.041	0.512233847991425	21391.241	25672.81	26386.405	26743.203	4400.16883243905
1.0	3,932.600	4,080.000	7,258.000	2,499.000	0.065	3,212.000	7,258.000	71,495.920	32.994	95,000.000	70,390.000	59,627.000	2,989.000	3,658.100	41,645.340	18,577.680	15.488	3,320.000	121.556	7,050.000	59,133.500	5203.015	2,011.691	2073.84212425576	5050	35.8331	42.8175111932818	982.224748622419	21.2406383996195	93.93619462748	84.8090398597199	84.8090398597199	3906.057	89840.0	160.40000	26445.71	97.041	0.512233847991425	4199.089	4109.772	4094.886	4087.443	4400.16883243905
1.5	1,325.000	1,380.000	2,477.000	818.900	0.065	1,085.000	2,477.000	26,771.600	32.994	39,600.000	27,900.000	24,093.760	1,575.000	1,248.880	18,635.320	32,661.600	15.488	1,089.000	121.556	2,570.000	26,786.000	5203.015	2,011.691	2073.84212425576	1970	35.8331	42.8175111932818	982.224748622419	21.2406383996195	93.93619462748	84.8090398597199	84.8090398597199	3906.057	40380.0	696.00000	9444.58	97.041	0.15297882600418	2182.633	1580.658	1480.329	1430.165	4400.16883243905
2.0	593.600	617.000	1,127.000	361.000	0.065	6,100.000	1,127.000	12,834.620	32.994	19,300.000	14,100.000	12,171.150	812.000	6,477.400	9,534.140	21,449.520	15.488	480.800	121.556	3,350.000	14,641.500	5203.015	2,011.691	2073.84212425576	980	35.8331	42.8175111932818	982.224748622419	21.2406383996195	93.93619462748	84.8090398597199	84.8090398597199	3906.057	22020.0	335.80000	4442.92	97.041	0.0747129833851579	990.397	710.349	663.675	640.337	4400.16883243905
2.5	324.360	327.000	923.500	191.000	0.065	3,482.000	923.500	7,102.348	32.994	10,800.000	5,136.000	12,171.150	472.500	3,821.200	9,534.140	14,202.960	15.488	251.100	121.556	1,920.000	16,684.500	5203.015	2,011.691	2073.84212425576	564	35.8331	42.8175111932818	982.224748622419	21.2406383996195	93.93619462748	84.8090398597199	84.8090398597199	3906.057	44050.0	186.20000	2449.25	97.041	0.0502397881990211	773.815	438.704	382.852	354.926	4400.16883243905
3.0	195.040	193.000	568.300	113.100	0.065	2,127.000	568.300	4,393.692	32.994	6,710.000	5,136.000	4,490.530	304.500	2,278.740	3,553.880	8,965.200	15.488	147.600	121.556	1,140.000	22,246.000	5203.015	2,011.691	2073.84212425576	2050	35.8331	42.8175111932818	982.224748622419	21.2406383996195	93.93619462748	84.8090398597199	84.8090398597199	3906.057	39610.0	114.50000	1497.34	97.041	0.0400718917637463	465.739	261.185	227.092	210.046	4400.16883243905
3.5	124.020	123.000	370.600	71.540	0.065	1,401.000	370.600	2,897.632	32.994	4,440.000	11,260.000	4,490.530	207.200	1,502.850	3,553.880	5,208.000	15.488	93.060	121.556	747.000	17,592.500	5203.015	2,011.691	2073.84212425576	1390	35.8331	42.8175111932818	982.224748622419	21.2406383996195	93.93619462748	84.8090398597199	84.8090398597199	3906.057	30330.0	75.17000	984.64	97.041	0.0350610361849055	413.461	195.615	159.308	141.154	4400.16883243905
4.0	86.496	82.800	255.400	47.980	0.065	971.600	255.400	2,023.618	32.994	3,110.000	13,050.000	6,866.280	148.750	1,055.490	1,730.036	4,401.504	15.488	62.480	121.556	524.000	14,187.500	5203.015	2,011.691	2073.84212425576	991	35.8331	42.8175111932818	982.224748622419	21.2406383996195	93.93619462748	84.8090398597199	84.8090398597199	3906.057	22020.0	51.68000	683.56	97.041	0.0323150066488308	493.038	185.359	134.08	108.44	4400.16883243905
4.5	61.162	58.300	483.800	33.730	0.065	701.700	483.800	1,464.564	32.994	2,260.000	10,347.173	8,165.270	110.250	764.240	2,333.474	3,348.000	15.488	43.790	121.556	379.000	10,691.700	5203.015	2,011.691	2073.84212425576	732	35.8331	42.8175111932818	982.224748622419	21.2406383996195	93.93619462748	84.8090398597199	84.8090398597199	3906.057	16620.0	37.06000	494.85	97.041	0.0306994586713368	474.741	162.41	110.355	84.328	4400.16883243905
5.0	44.732	42.600	368.600	24.610	0.049	520.900	368.600	1,102.360	32.994	1,700.000	7,776.832	6,161.436	84.350	570.850	2,388.496	2,508.024	15.488	31.890	121.556	281.000	8,285.500	5203.015	2,011.691	2073.84212425576	557	31.6977	47.1347160885786	982.224748622419	21.2406383996195	93.93619462748	84.8090398597199	84.8090398597199	1662.798	12870.0	27.49000	3081.54	97.041	0.029698376598339	275.489	100.822	71.711	57.156	4400.16883243905
5.5	33.708	32.000	284.200	18.430	0.040	399.500	284.200	850.392	24.794	1,310.000	6,041.896	4,880.157	190.750	438.040	3,302.673	2,232.000	11.163	23.920	104.030	214.000	6,560.300	4097.233	2,011.691	2073.84212425576	433	25.8040	37.4638082031168	927.467266505254	16.325817892579	85.6812651934766	84.8090398597199	39.1882316710824	2670.447	10180.0	21.05000	2431.17	72.923	0.0290513111538326	261.671	89.418	60.709	46.354	3613.54921661289
6.0	26.076	24.600	224.600	14.160	0.032	310.400	224.600	668.503	18.783	1,040.000	4,810.714	3,911.296	241.500	342.510	2,908.297	1,575.792	8.286	18.450	84.338	167.000	5,300.450	3281.680	2,011.691	2073.84212425576	344	20.3562	29.1873164604951	808.553980401637	12.5066402994555	72.3853698196869	73.6757499953944	32.614022790629	3399.901	8211.0	16.32000	1947.16	55.243	0.0286166835598802	228.792	75.648	50.124	37.362	2971.65328941574
6.5	20.458	19.400	180.900	11.120	0.025	247.500	180.900	536.219	14.469	831.000	3,904.741	3,175.387	197.400	272.610	2,370.325	1,339.200	6.333	14.400	66.978	133.000	4,347.050	2668.927	2,011.691	2073.84212425576	278	15.9568	22.7395452299136	677.385124486777	9.6766188687203	59.0459205632389	61.0856019675402	26.3860169186344	3762.029	6723.0	12.95000	1581.87	42.555	0.0283132850878932	191.655	62.464	40.932	30.166	2457.86054852049
7.0	16.430	15.500	147.600	8.921	0.020	200.000	147.600	437.794	11.363	678.000	3,219.318	2,610.692	163.450	221.117	1,958.670	971.664	4.973	11.540	52.997	107.000	3,609.300	2200.371	2,011.691	2073.84212425576	228	12.5781	17.8795731429982	557.259537603897	7.60197515659415	47.5304994738786	49.6147354951346	21.1620780373003	3815.448	5583.0	10.44000	1301.93	33.422	0.0280926666097739	157.224	50.931	33.216	24.358	2048.39871359057
7.5	13.356	12.600	122.100	7.258	0.016	163.800	122.100	2,818.892	9.100	562.000	2,689.154	2,172.041	137.200	181.507	1,638.246	2,224.560	4.000	9.377	42.142	87.900	3,041.800	1836.225	2,011.691	2073.84212425576	190	10.0252	14.2437559459556	455.588511211961	6.07366284073355	38.1997647683587	40.0430411160955	16.9980969918245	3662.465	4695.0	8.52600	1084.17	26.764	0.0279250746777046	128.024	41.456	27.028	19.814	1721.23057166078
8.0	11.024	10.400	102.100	5.985	0.013	135.800	102.100	2,409.444	7.422	470.000	2,271.545	1,826.965	116.550	150.751	1,385.018	2,581.680	3.286	7.723	33.821	72.900	2,599.150	1549.017	2,011.691	2073.84212425576	161	8.0977	11.5122083980071	372.647790592831	4.93460565986686	30.8431991991636	32.3666940376347	13.746629230564	3394.740	3999.0	7.06400	912.38	21.829	0.0277918453956366	104.244	33.861	22.13	16.265	1458.26097785074
8.5	9.222	8.650	86.400	4.997	0.010	113.900	86.400	2,062.988	6.156	399.000	1,937.506	1,552.140	99.750	126.519	1,182.163	2,637.797	2.750	6.450	27.447	61.100	2,224.600	1319.448	2,011.691	2073.84212425576	136	6.6324	9.44000000609076	306.100374691707	4.07335740354097	25.0998843020086	26.3138014116111	11.2220612259789	3077.690	3439.0	5.91600	775.09	18.106	0.0276810911974064	85.198	27.787	18.218	13.434	1245.31188972917
9.0	7.780	7.290	73.540	4.218	0.009	96.350	73.540	1,779.524	5.185	2,480.000	1,666.760	1,330.699	85.750	107.180	1,017.677	2,266.310	2.339	5.438	22.537	51.700	1,929.500	1133.718	2,011.691	2073.84212425576	117	5.5069	7.84881766240973	253.017964586708	3.41222334433599	20.6189819061984	21.565221470225	9.25778826274599	2752.231	2975.0	4.99400	664.07	15.250	0.0275851610312141	70.088	22.99	15.14	11.215	1071.47871411351
9.5	6.636	6.210	63.170	3.601	0.007	82.320	63.170	1,543.304	4.427	2,190.000	1,444.773	1,150.321	74.550	91.569	882.837	1,963.360	2.018	4.641	18.723	44.200	1,691.150	981.800	2,011.691	2073.84212425576	101	4.6320	6.61108792579564	210.670455711843	2.89706924156072	17.1079383954355	17.8346393598848	7.71997580676737	2441.307	2589.0	4.26300	573.32	13.022	0.0274990991338456	58.1	19.182	12.696	9.453	928.421183361735
10.0	5.703	5.330	54.720	3.107	0.006	70.710	54.720	1,346.454	3.827	1,940.000	1,260.903	1,001.903	65.100	78.987	771.203	1,713.593	1.763	3.998	15.731	37.900	1,486.850	856.297	2,011.691	2073.84212425576	88	3.9435	5.63576167725766	176.767069164509	2.489897707855	14.3376221261285	14.8890835741022	6.50601311793843	2156.150	2280.0	3.67100	498.41	11.257	0.0274196869846105	48.546	16.134	10.732	8.031	809.754211270596
10.5	4.940	4.610	47.620	2.698	0.005	61.270	47.620	1,181.100	3.346	1,720.000	1,107.214	878.641	57.050	68.502	677.949	1,505.645	1.558	3.463	13.359	33.000	1,305.250	751.672	2,011.691	2073.84212425576	77	3.3951	4.85753542359877	149.47525790045	2.16373965517473	12.1335173652514	12.5470706319715	5.53877799113084	1900.948	2009.0	3.16700	436.03	9.840	0.0273448361930311	40.894	13.681	9.145	6.878	710.568036916283
11.0	4.314	4.030	41.860	2.366	0.005	53.440	41.860	1,039.368	2.954	1,520.000	977.700	775.388	50.400	59.881	599.410	1,330.977	1.389	3.035	11.458	28.800	1,169.050	663.726	2011.691	2222.24827776834	68	2.9532	4.22916353962946	127.362217385784	1.8992074327768	10.3642183385691	10.6700122770945	4.76069521797558	1675.929	1793.0	2.76700	383.65	8.688	0.0272731978403051	34.735	11.706	7.868	5.949	627.063879257794
11.5	3.795	3.540	36.860	2.081	0.004	46.960	36.860	921.258	2.631	1,360.000	867.747	688.209	44.800	52.425	532.769	1,183.083	1.250	2.678	9.920	25.200	1,041.930	589.237	2011.691	2319.72729998983	60	2.5931	3.71610455469877	109.319133094162	1.68217685499388	8.9310495930341	9.15290328301548	4.12877026503156	1479.286	1604.0	2.41900	339.34	7.739	0.0272039080761521	29.727	10.087	6.813	5.177	556.281612208719
12.0	3.360	3.130	32.640	1.853	0.003	41.290	32.640	826.770	2.363	1,220.000	773.770	614.061	40.250	46.367	475.833	1,056.939	1.134	2.380	8.662	22.300	936.375	525.706	2011.691	2371.81387843452	53	2.2967	3.29281924147502	94.4907123827705	1.5022210641472	7.75975458857232	7.9162763922005	3.61076184891313	1308.299	3555.0	2.14000	301.61	6.950	0.0271364209418764	25.631	8.755	5.943	4.536	495.897295914787
12.5	2.989	2.780	29.180	1.653	0.003	36.710	29.180	738.581	2.137	1,090.000	692.950	550.568	36.050	41.008	426.882	948.624	1.035	2.118	7.624	19.800	844.440	471.170	2011.691	2385.41919550681	48	2.0502	2.94020736214868	82.2166687195008	1.35154305350012	6.79417653928639	6.8998297602709	3.18233748859065	1159.980	3188.0	1.89700	269.28	6.287	0.0270703978106569	22.251	7.648	5.214	3.997	444.072601499497
13.0	2.671	2.490	26.110	1.492	0.003	32.660	26.110	663.778	1.946	977.000	623.050	495.857	32.445	36.581	384.549	855.045	0.951	1.904	6.760	17.600	766.125	424.077	2011.691	2367.72868551291	43	1.8435	2.64382237312386	71.9855832753929	1.22424016945692	5.99156893578143	6.05757820320553	2.82499362511294	1031.405	2859.0	1.68600	241.40	5.725	0.0270056339936849	19.451	6.73	4.61	3.55	399.342444780343
13.5	2.406	2.240	23.420	1.349	0.002	29.150	23.420	599.211	1.783	885.000	562.275	448.439	29.330	32.853	347.742	773.738	0.879	1.726	6.035	15.800	1,679.800	383.187	2011.691	2325.53217900971	39	1.6686	2.39261760571144	63.3994523151038	1.1157913673845	5.31915208305011	5.35423445068019	2.52454368173788	919.880	2589.0	1.50900	217.25	5.244	0.0269420099640292	17.107	5.957	4.098	3.169	360.530695683286
14.0	2.173	2.020	21.120	1.226	0.002	26.290	21.120	542.519	1.642	801.000	509.178	407.118	26.670	29.591	315.577	702.722	0.817	1.571	5.421	14.200	1,520.900	347.500	2011.691	2264.8722971935	35	1.5196	2.17805724275612	56.1467888972696	1.02269543222729	4.75159243735193	4.76253104193748	2.27001904978818	823.004	3265.0	1.35500	196.22	4.830	0.0268794589998913	15.131	5.298	3.659	2.839	326.686555128838
14.5	1.972	1.830	19.100	1.121	0.002	23.720	19.100	492.912	1.520	728.000	462.577	370.929	24.290	26.562	287.338	640.392	0.762	1.428	4.898	12.800	1,384.700	316.206	2011.691	2190.9058783307	32	1.3916	1.99347952927224	49.9823237933321	0.94221264617359	4.26915519083894	4.26124281406269	2.05286757464407	738.684	3439.0	1.22100	177.81	4.471	0.0268179458333046	13.457	4.737	3.283	2.557	297.03620804022
15.0	1.802	1.670	17.340	1.026	0.002	21.480	17.340	449.605	1.414	664.000	421.505	339.085	22.225	23.999	262.437	585.437	0.714	1.309	4.450	11.600	1,271.200	288.641	2011.691	2107.89621881796	29	1.2809	1.8336359254151	44.7117017828911	0.872178158385694	3.85634511385852	3.83372462406413	1.86636589522544	665.116	3168.0	1.10700	161.64	4.158	0.0267574526971429	12.033	4.261	2.965	2.318	270.945828522093
15.5	1.654	1.530	15.800	0.949	0.002	19.510	15.800	411.023	1.320	607.000	385.163	310.941	20.335	21.879	240.390	536.780	0.672	1.202	4.062	10.600	1,611.700	264.260	2011.691	2019.27788147425	27	1.1846	1.69435415839306	40.179924417323	0.810865627552497	3.50090122426499	3.46682608388017	1.7051857742691	600.757	2917.0	1.00400	147.37	3.882	0.0266979703496494	10.812	3.85	2.69	2.11	247.893073124099
16.0	1.516	1.410	14.440	0.879	0.002	17.760	14.440	376.377	1.237	556.000	352.888	285.965	18.690	19.922	220.795	493.528	0.634	1.117	3.726	9.660	1,713.850	242.612	2011.691	1927.75571100827	24	1.1004	1.57228938444561	36.2625924586969	0.756886513109182	3.19304847330683	3.15008202413323	1.56507177251793	544.295	2685.0	0.91520	134.73	3.639	0.0266394924425865	9.761	3.498	2.454	1.932	227.444962281126
16.5	1.399	1.300	13.230	0.817	0.001	16.250	13.230	345.669	1.164	512.000	324.124	263.714	17.185	18.221	203.317	454.939	0.601	1.038	3.432	8.830	1,589.000	223.318	2011.691	1835.41442417406	22	1.0263	1.4647386296727	32.8592401655452	0.709114924366221	2.92493692884669	2.8751050672489	1.44259988166399	494.616	2473.0	0.83690	123.50	3.424	0.0265820121256434	8.847	3.187	2.243	1.772	209.240601849864
17.0	1.293	1.200	12.150	0.763	0.001	14.870	12.150	318.110	1.099	472.000	298.405	243.818	15.855	16.683	187.673	420.391	0.571	0.968	3.174	8.120	1,475.500	206.064	2011.691	1743.82527648882	21	0.9608	1.36950111995182	29.8882357538667	0.666630988358009	2.69021849144394	2.6351269390284	1.33499540385042	450.776	2299.0	0.76730	113.48	3.231	0.026525520134595	8.048	2.912	2.056	1.628	192.97759655675
17.5	1.208	1.120	11.190	0.714	0.001	13.680	11.190	293.700	1.040	436.000	275.338	225.968	14.700	15.331	173.627	389.359	0.544	0.906	2.946	7.470	1,373.350	190.583	2011.691	1654.14289456295	19	0.9026	1.28477220600479	27.2828585152926	0.628677773186374	2.48372511931429	2.42464979845454	1.23999449046605	411.974	2145.0	0.70470	104.52	3.059	0.0264700038514064	7.356	2.679	1.9	1.51	178.401298348725
18.0	1.124	1.040	10.330	0.671	0.001	12.600	10.330	271.653	0.987	404.000	254.589	209.902	13.615	14.120	160.977	361.399	0.519	0.850	2.744	6.890	1,282.550	176.651	2011.691	1567.18942463957	18	0.8506	1.20906211021018	24.9882638083811	0.594628230890617	2.30122246912576	2.23917941409785	1.15573808573829	377.529	1990.0	0.65080	96.48	2.904	0.0264154469885145	6.741	2.465	1.753	1.396	165.29624582254
18.5	1.049	0.974	9.562	0.633	0.001	11.630	9.562	251.181	0.940	375.000	235.874	195.396	12.670	13.048	149.553	336.133	0.497	0.800	2.565	6.380	1,191.750	164.077	2011.691	1483.52550935415	17	0.8041	1.14113317607794	22.9591213225185	0.563959615378784	2.1392199483093	2.07501960381897	1.08069009704263	346.865	1857.0	0.60030	89.24	2.764	0.0263618296616913	6.202	2.281	1.628	1.301	153.479307919892
19.0	0.985	0.913	8.870	0.599	0.001	10.770	8.870	233.070	0.897	349.000	218.948	182.262	11.795	12.069	139.207	313.240	0.477	0.756	2.404	5.910	1,114.570	152.697	2011.691	1403.50887227292	15	0.7622	1.07995102790671	21.157766581111	0.536233526751164	1.99482325331944	1.92911282231746	1.01357380914075	319.488	1735.0	0.55680	82.71	2.637	0.026309128692891	5.723	2.116	1.514	1.214	142.794161430066
19.5	0.925	0.859	8.256	0.567	0.001	9.986	8.256	217.322	0.857	324.000	203.603	170.338	10.990	11.184	129.813	292.443	0.458	0.716	2.260	5.510	1,044.200	142.370	2011.691	1327.34188278094	14	0.7244	1.0246462737436	19.5527458321113	0.511080226440312	1.86561912454404	1.79891573399898	0.953322135198169	294.978	1625.0	0.51680	76.81	2.521	0.0262573180372701	5.298	1.969	1.414	1.136	133.106818607467
20.0	0.872	0.810	7.680	0.540	0.001	9.285	7.680	202.362	0.821	303.000	189.659	159.484	10.290	10.392	121.264	273.502	0.441	0.680	2.130	5.130	980.640	132.976	2011.691	1255.10966999606	81	0.6902	0.974484262416423	18.1176641378577	0.488186220357636	1.74958469529271	1.68230147883505	0.89903843544099	272.976	1522.0	0.48020	71.45	2.416	0.0262063692648525	4.918	1.837	1.323	1.067	124.301986317937
20.5	0.825	0.765	7.162	0.514	0.001	8.664	7.162	188.976	0.789	283.000	176.958	149.579	9.625	9.693	113.466	256.212	0.426	0.647	2.012	4.770	919.350	124.411	1640.081	1186.81033083099	81	0.6591	0.928841039294787	16.8302684533744	0.467284361918407	1.64501573963366	1.57748243347518	0.849965461633789	253.174	1428.0	0.44890	66.58	2.320	0.0261562520521531	4.576	1.718	1.241	1.003	116.280087284577
21.0	0.781	0.725	6.701	0.491	0.001	8.070	6.701	176.378	0.759	265.000	165.365	140.521	8.995	9.040	106.336	240.393	0.411	0.618	1.906	4.480	863.735	116.584	1357.337	1122.37864341741	79	0.6307	0.887184107079215	15.6717138330231	0.448145912301836	1.55046953601972	1.48294880682908	0.805460591038667	235.306	1341.0	0.41930	62.15	2.231	0.0261069346559816	4.27	1.611	1.168	0.947	108.954811344099
21.5	0.742	0.689	6.278	0.470	0.001	7.557	6.278	165.354	0.731	248.000	154.762	132.217	8.470	8.435	99.804	225.891	0.398	0.591	1.809	4.190	812.660	109.416	1138.635	1061.70451772399	77	0.6048	0.849056936828925	14.6259731264936	0.430574131529407	1.46471910486885	1.39741954360317	0.764975959606007	219.143	1262.0	0.39150	58.11	2.150	0.0260583843531577	3.995	1.515	1.102	0.896	102.25109315776
22.0	0.706	0.656	5.894	0.452	0.001	7.071	5.894	155.118	0.705	233.000	145.045	124.589	7.945	7.899	93.808	212.567	0.386	0.568	1.721	3.950	766.125	102.838	966.912	1004.64722702998	74	0.5810	0.814066425181368	13.6793597043474	0.414399074802334	1.38671635083699	1.31980285127805	0.72804243499735	204.489	1188.0	0.36710	54.41	2.075	0.0260105678375403	3.745	1.428	1.042	0.849	96.1034347503267
22.5	0.673	0.625	5.530	0.434	0.001	6.640	5.530	144.882	0.682	219.000	136.124	117.567	7.490	7.409	88.293	200.303	0.375	0.545	1.640	3.700	721.860	96.790	830.218	951.046286250351	71	0.5592	0.781872680616794	12.8201396826658	0.399473343788039	1.31556221735989	1.24916429476255	0.694256617029287	191.172	1121.0	0.34630	51.02	2.006	0.025963451570859	3.518	1.348	0.987	0.806	90.4545081994382
23.0	0.643	0.598	5.203	0.419	0.001	6.235	5.203	136.220	0.660	206.000	127.918	111.092	7.035	6.967	83.211	188.993	0.364	0.525	1.566	3.500	682.135	91.219	720.035	900.729684845232	68	0.5391	0.752180661937224	12.0382153740714	0.385668599104531	1.2504823944047	1.18470087523818	0.663270238697056	179.042	1059.0	0.32540	47.90	1.941	0.0259170020870947	3.313	1.277	0.937	0.768	85.2539869688125
23.5	0.616	0.572	4.915	0.405	0.001	5.884	4.915	128.346	0.640	194.000	120.358	105.109	6.650	6.547	78.520	178.546	0.354	0.506	1.498	3.300	645.815	86.078	630.195	853.520046115906	64	0.5205	0.724733298202149	11.3248657022802	0.372872683064011	1.19080744792746	1.12571986652772	0.634781481235827	167.971	1001.0	0.30620	45.04	1.882	0.0258711862522255	3.125	1.21	0.891	0.732	80.4575646681074
24.0	0.590	0.549	4.627	0.391	0.001	5.533	4.627	121.260	0.621	183.000	113.381	99.572	6.300	6.175	74.183	168.878	0.345	0.489	1.435	3.120	611.765	81.326	556.162	809.239170775309	60	0.5033	0.699305800083684	10.6725323911723	0.360987234364664	1.1359564885863	1.07162145345991	0.608527823398802	157.845	946.7	0.28880	42.40	1.826	0.0258259714822954	2.953	1.15	0.85	0.699	76.0261281014554
24.5	0.567	0.528	4.378	0.379	0.001	5.236	4.378	114.173	0.603	173.000	106.932	94.438	5.950	5.825	70.166	159.917	0.337	0.474	1.377	2.970	579.985	76.926	494.557	767.711328868637	57	0.4874	0.675700934424488	10.074643107574	0.349925701447057	1.08542368772331	1.021884423895	0.584280126792766	148.564	898.4	0.27320	39.97	1.774	0.0257813259234507	2.797	1.095	0.812	0.67	71.9250578418607
25.0	0.546	0.508	4.147	0.368	0.001	4.966	4.147	107.874	0.587	163.000	100.961	89.671	5.635	5.499	66.441	151.599	0.328	0.459	1.324	2.810	550.475	72.846	442.830	728.765587843681	53	0.4726	0.653745081419018	9.52546457058428	0.339611680549426	1.0387670951062	0.976054325275413	0.561837721957879	140.043	852.0	0.25930	37.72	1.726	0.025737218597781	2.652	1.044	0.776	0.642	68.123634623175
25.5	0.526	0.490	3.936	0.357	0.001	4.696	3.936	102.362	0.571	154.000	558.452	81.107	5.355	5.219	59.761	136.665	0.314	0.445	1.228	2.650	523.235	69.057	399.032	692.237403149504	50	0.4589	0.63328493076365	9.0199800669409	0.329977519495936	0.995599326188663	0.933733619546834	0.541024308514555	132.203	809.5	0.24530	35.64	1.681	0.0256936195188341	2.52	0.998	0.744	0.617	64.5945338673287
26.0	0.508	0.473	3.725	0.348	0.001	4.453	3.725	96.850	0.557	146.000	535.048	77.254	5.075	4.940	56.762	129.953	0.307	0.433	1.185	2.540	497.130	65.533	361.660	657.969648649411	47	0.4460	0.614184701905582	8.55378692723961	0.32096313996619	0.955579774702222	0.894573465793267	0.521684520542676	124.978	768.9	0.23320	33.72	1.638	0.0256504997805484	2.398	0.954	0.714	0.593	61.3133938854834
26.5	0.491	0.458	3.533	0.338	0.001	4.237	3.533	91.338	0.544	139.000	512.689	73.656	4.830	4.683	53.965	123.687	0.301	0.421	1.145	2.410	473.295	62.250	329.539	625.813225126287	44	0.4340	0.596323796081415	8.12301039380111	0.312515040192797	0.918408075195935	0.858266834463906	0.503681037956484	118.308	732.2	0.22270	31.93	1.599	0.0256078316230538	2.285	0.915	0.686	0.572	58.258445879826
27.0	0.476	0.443	3.360	0.331	0.001	4.022	3.360	86.614	0.531	132.000	491.343	70.290	4.585	4.450	51.353	117.829	0.295	0.411	1.107	2.300	451.730	123.346	301.747	595.627354308862	41	0.4228	0.579594805612789	7.72423100210815	0.304585447295299	0.883818594172936	0.824542715528589	0.486892147905503	112.140	697.5	0.21230	30.26	1.561	0.0255655884785613	2.18	0.877	0.66	0.552	55.4101959608733
27.5	0.461	0.430	3.206	0.322	0.001	3.833	3.206	82.677	0.519	125.000	470.981	67.139	4.375	4.241	48.910	112.348	0.289	0.401	1.072	2.200	430.165	126.978	277.548	567.279641546759	39	0.4123	0.563901820003519	7.35442314543404	0.297131594220308	0.851575771108391	0.793161228969074	0.471209678611447	106.426	666.5	0.20180	28.72	1.526	0.0255237450002159	2.084	0.844	0.637	0.533	52.751151086722
28.0	0.447	0.418	3.053	0.315	0.000	3.644	3.053	78.268	0.508	118.000	451.566	64.183	4.165	4.031	46.624	107.211	0.284	0.392	1.039	2.110	410.870	130.105	256.355	540.64597118299	36	0.4025	0.549158979584965	7.01090292818449	0.29011510085147	0.821470164435244	0.763909482489157	0.456537242638521	101.126	635.6	0.19310	27.27	1.493	0.0254822770765453	1.995	0.812	0.615	0.517	50.2655822063143
28.5	0.435	0.406	2.918	0.309	0.000	3.482	2.918	74.488	0.497	113.000	433.062	61.409	3.955	3.845	44.481	102.393	0.279	0.383	1.008	2.010	392.710	132.740	237.690	515.610283738005	34	0.3932	0.535289236412502	6.69128376185078	0.283501442532801	0.793315084502847	0.736598050335563	0.442788738225264	96.201	606.6	0.18440	25.93	1.462	0.0254411618337423	1.911	0.782	0.594	0.5	47.9393190116854
29.0	0.423	0.395	2.784	0.302	0.000	3.320	2.784	70.866	0.487	108.000	415.432	58.802	3.780	3.658	42.470	97.869	0.274	0.375	0.979	1.930	375.685	134.897	221.169	492.064272360863	32	0.3845	0.522223289308799	6.39343843703055	0.2772594922103	0.766943717045142	0.711057970293533	0.429887066620263	91.618	579.6	0.17570	24.67	1.432	0.0254003776278723	1.833	0.754	0.575	0.485	45.7595716240967
29.5	0.412	0.385	2.669	0.296	0.000	3.185	2.669	67.559	0.477	102.000	398.639	56.348	3.640	3.495	40.581	93.615	0.270	0.368	0.952	1.850	359.795	136.598	206.473	469.907026925928	30	0.3763	0.509898665751525	6.11546663019092	0.271361124790045	0.742206657990939	0.687138174507778	0.417763030855109	87.348	554.5	0.16880	23.50	1.404	0.0253599040287146	1.76	0.729	0.557	0.471	43.7147752952491
30.0	0.402	0.376	2.554	0.291	0.000	3.050	2.554	64.409	0.468	97.700	382.645	303.519	3.465	3.355	38.805	89.612	0.265	0.361	0.927	1.780	343.905	137.865	193.341	449.044647105883	29	0.3686	0.498258928002703	5.85566698598918	0.265780874253508	0.718969794398917	0.664703284750347	0.406354387437563	83.364	531.3	0.16180	22.40	1.377	0.0253197217968471	1.693	0.705	0.541	0.458	41.7944548286554
30.5	0.392	0.367	2.458	0.286	0.000	2.915	2.458	61.417	0.460	93.200	367.412	290.200	3.315	3.192	37.133	85.841	0.261	0.355	0.902	1.710	329.150	138.724	181.556	429.389840294978	27	0.3613	0.487252984699021	5.61251306381319	0.260495635653778	0.697112477596601	0.643631714862494	0.395605027352969	79.642	510.0	0.15540	21.37	1.352	0.0252798128552234	1.629	0.683	0.525	0.446	39.9891059425918
